id,reference,baseline_summary,reranked_summary,baseline_factuality_composite,reranked_factuality_composite,factuality_delta
37732028,Manager Brendan Rodgers is sure Celtic can exploit the wide open spaces of Hampden when they meet Rangers in Sunday's League Cup semi-final.,Celtic manager Brendan Rodgers is relishing his first visit to Hampden Park ahead of Saturday's Scottish Cup semi-final against Rangers.,Celtic manager Brendan Rodgers is relishing his return to Hampden Park for the League Cup semi-final against Rangers.,0.1966666666666666,0.4864963333333333,0.2898296666666667
38466964,"The expulsion of 35 Russian diplomats from the US over the email hacking scandal has drawn a barrage of abuse from Moscow, which seems poised to respond in kind.",The US has announced fresh sanctions against Russia over its alleged interference in last year's US presidential election.,US President Barack Obama has announced fresh sanctions against Russia over its alleged interference in the US election campaign.,0.3245619999999999,0.6123436666666667,0.2877816666666668
37077138,"A 34-year-old woman who was injured in an attack by a knifeman on a Swiss train has died in hospital, police say.","A man who set fire to a train in the Swiss town of St Gallen has died, police say.","A man who set fire to a train in Switzerland has died, police say.",0.348017,0.6352023333333334,0.2871853333333334
37799828,Hibernian's Neil Lennon believes Scott Brown retired too soon from Scotland duty and still has plenty to offer now he has decided to return.,"Scott Brown's decision to retire at the end of last season was ""clearly the wrong decision"", according to former Scotland boss Neil Lennon.","Scott Brown's decision to retire from international football was ""clearly the wrong decision"", according to his former Celtic manager Neil Lennon.",0.2137823333333333,0.484142,0.2703596666666667
37066389,Uzbekistan's Hasanboy Dusmatov won Olympic gold in the men's light-flyweight with victory over Colombian Yuberjen Herney Martinez.,"Colombia's Carlos Martinez lost to Kazakhstan's Soslan Dusmatov in the Olympic men's middleweight final, losing to the former world champion in Rio.",Colombia's Carlos Martinez has been knocked out of the Olympic men's light-heavyweight final by Kazakhstan's Soslan Dusmatov.,0.1844696666666666,0.4535216666666666,0.269052
36852433,British number one Johanna Konta reached the quarter-finals of the Bank of the West Classic in Stanford with a straight-set win over Julia Boserup.,British number one Johanna Konta eased into the quarter-finals of the Nottingham Open with a straight-set win over Madison Brengle.,British number one Johanna Konta eased into the quarter-finals of the Nottingham Open with a straight-set victory over American qualifier Madison Brengle.,0.179535,0.4473203333333333,0.2677853333333333
38597885,Stuart Bingham may pull out of the Masters if his wife goes into labour with their third child.,World champion Stuart Bingham has not decided if he will play at the World Championship despite his wife giving birth to their third child.,World champion Stuart Bingham says he would consider playing at the World Championship if his wife gives birth at the event.,0.2055556666666666,0.4722783333333333,0.26672266666666666
35844158,A barrister who was due to move into his own chambers in Huddersfield has pleaded guilty to supplying cocaine.,A lawyer at a leading law firm has pleaded guilty to conspiracy to supply cocaine with intent to supply.,A lawyer has pleaded guilty to conspiracy to supply cocaine.,0.4226516666666666,0.688789,0.2661373333333334
28042625,Controversial proposals to shut a Catholic school in East Dunbartonshire are to be examined by the Scottish government.,"The Scottish government has called in plans to close a primary school in East Dunbartonshire because it has ""serious concerns"" about the council's consultation process.",The Scottish government has asked East Dunbartonshire Council to review its plans to close a primary school.,0.17,0.4190836666666667,0.24908366666666668
30632453,"The Ebola victim who is believed to have triggered the current outbreak - a two-year-old boy called Emile Ouamouno from Guinea - may have been infected by playing in a hollow tree housing a colony of bats, say scientists.",German scientists believe they have found evidence that the deadly Ebola virus passed on to 11-year-old Emile Zidan in Guinea came from the same species of bat that killed him.,German scientists believe they have found the source of the deadly Ebola virus that killed 11-year-old Emile Zidan in Guinea.,0.134232,0.3738533333333333,0.23962133333333333
34833729,These roads in Northern Ireland are closed due to poor weather conditions as of Friday 15 January.,Police are continuing to investigate a number of incidents in Londonderry over the weekend.,A number of roads in County Londonderry have been cordoned off by police investigating a number of suspected arson attacks.,0.1596843333333333,0.394458,0.23477366666666669
40191593,"The US director of national intelligence has said he ""never felt pressured"" to influence the inquiry into Russia's political meddling.","The director of national intelligence has said he has never been asked to do anything ""illegal, immoral or unethical"" by the US president.",The director of the US intelligence agency has said he has not been directed to do anything illegal or unethical by the president.,0.6557603333333334,0.8896846666666667,0.2339243333333333
30931494,The United States women's team goalkeeper Hope Solo has been suspended for 30 days by US Soccer following an incident during a training camp.,Olympic champion Hope Solo has been suspended for two matches by the United States women's national team after being found to be under the influence of alcohol.,"Olympic gold medallist Hope Solo has been suspended for two matches by the United States women's national team after a ""poor decision"" at a training camp.",0.206173,0.434263,0.22809000000000001
39928191,Scunthorpe midfielder Neal Bishop has signed a one-year contract extension.,Scunthorpe United goalkeeper David Bishop has signed a new one-year contract with the club.,Scunthorpe United goalkeeper David Bishop has signed a new contract with the club.,0.2539146666666667,0.4594616666666666,0.20554699999999992
36101502,We go behind the scenes with singer Laura Mvula as she prepares to debut her new material and kick off the 48th series of Later... with Jools Holland.,"Laura Mvula is in the middle of what she describes as ""the most important moment in her career"".",It's a busy day for Laura Mvula.,0.246309,0.4510666666666666,0.20475766666666662
12396322,It was 50 years ago today that The Beatles played their first gig at the Cavern Club in Liverpool - the venue where the band built their reputation and where Beatlemania was born.,The Beatles played their first gig at Liverpool's Cavern Club at the age of 16 - and it was a success.,The Beatles played their first gig at Liverpool's Cavern Club - a basement basement in the city centre - at the age of 16.,0.1759236666666666,0.3792886666666666,0.20336500000000002
39055714,Pupils at seven schools could have shorter days after a trust head say he may have to cut hours to save money.,"The head of a troubled school trust has written to parents warning of ""unthinkable"" decisions it could have to make to save money, including shortening the school day and cutting teaching jobs.","The chief executive of a school trust has written to parents warning of ""unthinkable"" decisions it could have to make over funding.",0.3939126666666667,0.5936936666666667,0.199781
32188366,"Two men have been assaulted in Larne, County Antrim, by a gang armed with baseball bats and a hatchet.",Two men have been injured in a serious assault in Londonderry.,"Two men have been injured in a serious assault in Ballymena, County Antrim.",0.243007,0.441152,0.198145
36233379,"Labour's Sadiq Khan has been elected Mayor of London, becoming the city's first Muslim mayor.","London has elected Sadiq Khan, a left-wing politician from London's east end, as its first Muslim mayor.","London has elected Sadiq Khan, the first Muslim mayor in the city's history, to lead the city.",0.292454,0.4838343333333333,0.19138033333333332
32032471,"In recent years, Hollywood remakes and re-imaginings of classic fairytales have come thick and fast - all darker, more adult versions of tales that originally appeared in cinemas.",Fairytales have long been seen as a source of source material for Hollywood blockbusters - from The Wizard of Oz to Beauty and the Beast and even Frozen.,"The traditional fairytale has a reputation for being a bit old-fashioned, with the story of Cinderella often set in the 19th Century and dealing with themes such as poverty, domestic violence and politics.",0.1862733333333333,0.37606,0.18978666666666671
34227252,"A man has appeared in court after firearms, ammunition and cash were seized by police in Edinburgh.",A man has been charged in connection with an alleged firearms and money laundering operation in Edinburgh.,A man has been charged in connection with an alleged firearms and ammunition offence in Edinburgh.,0.5076653333333333,0.696184,0.18851866666666672
37624408,"With the value of the pound falling dramatically since Brexit, a ""flash crash"" last week when the currency lost 6% of its value against the dollar, and news on Tuesday that the pound had fallen again, when would be a good time to change those pounds to dollars?",What should you do if you're planning a trip to New York at the end of the year?,You've been using Your Questions to ask us what you want to know about the value of the pound.,0.3840183333333333,0.5680526666666667,0.18403433333333336
38966888,"Part of Colwyn Bay pier is to be dismantled after it collapsed into the sea, Conwy council has decided.",Work to demolish the section of the pier that collapsed at Swansea Bay has been approved by the council.,Work to demolish the section of the pier that collapsed at Swansea Bay has been approved by the council's cabinet.,0.328203,0.510542,0.18233900000000003
32672009,Hospital bosses in Sussex have apologised after about 850 patients were sent leaflets in error suggesting they might have cancer.,An NHS trust has apologised after the wrong patient information leaflets were sent out.,An NHS trust has apologised after the wrong patient information was sent out.,0.2687123333333333,0.4486373333333333,0.179925
39339718,"A ""medal at any cost"" approach created a ""culture of fear"" at British Cycling, says former rider Wendy Houvenaghel.","British Cycling has ""fallen short"" of its commitment to athlete welfare, according to three-time world champion Wendy Houvenaghel.",Wendy Houvenaghel has become the latest high-profile British athlete to criticise the governing body.,0.247076,0.4248599999999999,0.17778399999999991
36103241,A 25-year-old man from Limavady has been jailed for knocking out two men in separate attacks on the same night.,A 34-year-old man who carried out a series of violent attacks on two men in County Londonderry has been jailed.,A 34-year-old man who carried out a series of unprovoked attacks on two men in County Antrim has been jailed.,0.1789316666666666,0.3542626666666666,0.17533100000000001
37638479,"For a man often described as capricious, Tyson Fury's chaotic reign as world heavyweight champion was strangely predictable.",Tyson Fury's world heavyweight title reign has been like a runaway lorry.,Tyson Fury's world heavyweight title victory has been like a car crash.,0.2444503333333333,0.4171576666666666,0.1727073333333333
34911128,"A shot was reportedly fired at a car outside a primary school in Liverpool as parents were taking their children inside, police have said.","A shot has been fired at a car near a Merseyside primary school in what police described as a ""targeted"" attack.",A shot has been fired at a car outside a primary school in Liverpool.,0.327212,0.494926,0.16771399999999997
32300397,Queen's University Belfast is cutting 236 jobs and 290 student places due to a funding reduction.,"Queen's University in Belfast is to cut the number of student places by 1,000 over the next three years.","Northern Ireland's largest university, Queen's University, Belfast, is to cut the number of student places by almost a third.",0.1060333333333333,0.262312,0.15627866666666668
22006912,A further education college in Dorset has received more than £2.88m in government funding to renovate buildings on campus.,A Dorset college has been awarded a £5m grant from the government to help fund a multi-million pound refurbishment project.,A Dorset college has been awarded a £3.5m grant from the government to help fund a multi-million pound upgrade.,0.2008586666666666,0.3516333333333333,0.1507746666666667
34631268,A philosophy student who wears vintage clothing has won a national contest for alternative models.,A teenager from North Tyneside has been crowned the UK's alternative model of the year.,A teenager from Northumberland has been crowned the winner of an alternative modelling award.,0.3765026666666666,0.521695,0.14519233333333342
32103205,"A Frenchwoman injured in the attack on Tunisia's national museum has died of her wounds, bringing the total killed in the assault by Islamists to 22.","A French woman has been killed in the Tunisian attack on the Bardo museum, in which at least 22 people were killed, officials say.",A French tourist killed in Friday's attack on the Bardo museum in Tunisia has been named as one of the victims of the deadly assault by gunmen.,0.1540866666666666,0.2912903333333334,0.13720366666666678
37220139,Scottish engineering services company ID Systems Ltd has announced plans to create 120 new jobs after securing a six-figure investment from UK Steel Enterprise (UKSE).,Scottish engineering firm ID Systems is to create up to 100 new jobs after securing a £1.5m investment from UK Steel Scotland (UKSE).,Scottish engineering firm ID Systems is to create up to 80 new jobs after securing funding from UK Steel Scotland (UKSE) and securing a loan and equity backing.,0.2030566666666666,0.3367723333333333,0.13371566666666668
30095443,"A lifetime of diaries, letters and photographs of a man described as a cross between Indiana Jones, James Bond and Graham Greene has opened to the public.",An archive containing letters and manuscripts from some of the world's most famous 20th Century figures has been opened to the public.,An archive containing letters and manuscripts from some of the most famous figures of the 20th century has been unveiled.,0.601765,0.7339453333333333,0.13218033333333334
37512857,England coach Eddie Jones will name his 45-man Elite Player Squad squad ahead of the autumn Tests at 10:00 BST on Friday.,England head coach Eddie Jones will name his final 23-man squad for the autumn internationals on Friday.,"England head coach Eddie Jones will name his final 23-man squad for the autumn Tests on Friday, with a number of Premiership players set to be included.",0.1264706666666666,0.2538606666666667,0.1273900000000001
36607475,Economic policymakers must now decide whether and how they should respond to the UK's vote to leave the EU.,The UK's decision to vote to leave the European Union is likely to have significant implications for the global economy.,The UK's decision to vote to leave the European Union is likely to have significant implications for the global financial system.,0.3318133333333333,0.4580403333333333,0.12622700000000003
34157697,Permission has been given for exploratory drilling for oil and gas in the Vale of Glamorgan.,An oil and gas company has been given a permit to carry out exploratory drilling in the Vale of Glamorgan.,An oil and gas company has been granted a permit to carry out exploratory drilling in a field in Powys.,0.1815329999999999,0.2929046666666666,0.1113716666666667
40787080,"Floods in the western Indian state of Gujarat have killed 218 people, government officials have confirmed.","Flooding in the western Indian state of Gujarat has killed at least 50 people, officials say.","Flooding in the western Indian state of Gujarat has killed more than 100 people, officials say, with hundreds more feared dead.",0.1706306666666666,0.2817026666666666,0.111072
19341954,The death of Ethiopian Prime Minister Meles Zenawi has thrown the populous Horn of Africa giant into a period of deep uncertainty and created a serious leadership vacuum in the region with profound geopolitical implications.,"The sudden death of Ethiopia's long-serving Prime Minister Meles Zenawi has left a vacuum at the top of the country's political scene, with no clear successor in place.","The sudden death of Ethiopia's long-serving Prime Minister Meles Zenawi has left the country in a state of shock, with no clear successor to his leadership.",0.610725,0.721162,0.11043700000000001
39950399,"Bots appear to be spamming a US regulator's website over a proposed reversal of net neutrality rules, researchers have said.",An apparent bot campaign has been targeting comments on proposals to change the rules that govern the internet.,The US telecoms regulator has been targeted by what appear to be automated comments against net neutrality proposals.,0.5494933333333333,0.6554043333333334,0.10591100000000009
34218922,Two new councillors have been elected in a by-election in the City of Edinburgh.,Labour has won the Leith Walk by-election in Edinburgh's Midlothian Council ward.,Labour has won the Leith Walk by-election.,0.2535096666666667,0.3542723333333333,0.10076266666666661
35345872,"Pakistan has unblocked the video sharing site, YouTube, more than three years after it was banned for posting a video deemed insulting to Islam.","Pakistan has lifted a ban on the video-sharing website YouTube, imposed after an anti-Islam video was posted online.","Pakistan has lifted a ban on the video-sharing website YouTube, imposed after an anti-Islam video was made and widely condemned.",0.3252696666666667,0.42588,0.1006103333333333
35952861,A man from Croydon has been charged with murder after the death of his partner last month.,A man has been charged with the murder of his partner in south London.,A man has been charged with the murder of his partner at a flat in south London.,0.2804813333333333,0.3777596666666666,0.0972783333333333
37508085,"Russia has said it will carry on bombing rebel-held eastern Aleppo in Syria, defying US demands to stop.","Russia has said it will continue its military operations in Syria, despite the collapse of a partial truce with the US.","Russia has said it will continue its military operations in Syria, despite a partial truce collapsing.",0.5845716666666667,0.678188,0.0936163333333333
38671871,"Manufacturers have reported positive business trends, in the latest survey from the Scottish Chambers of Commerce.","Scottish businesses have a positive outlook for 2017, according to a survey by the Scottish Chambers of Commerce.","Business optimism in Scotland remains positive, according to the latest Scottish Chambers of Commerce survey.",0.5096686666666667,0.5984123333333333,0.08874366666666667
35714830,"League Two Exeter City made a profit of over £1.6m last year, according to the club's latest accounts.","Exeter City have reported a profit of almost £500,000 for the financial year ending in March 2015.",Exeter City have reported a profit of almost £1m for the financial year ending June 2015.,0.0544453333333333,0.1361336666666666,0.08168833333333331
38322594,"Limiting access to federal research would do an ""enormous disservice"" to the US and the world according to former Nasa chief scientist.","A former Nasa chief scientist has said it would be an ""enormous disservice"" to the US to make climate change data unavailable to the Trump administration.","A former Nasa chief scientist has said it would be an ""enormous disservice"" to the US to make federal climate data unavailable to the Trump administration.",0.6128096666666667,0.6898559999999999,0.07704633333333322
37246224,Officers who police Scotland's railways are to be armed with Tasers in a bid to increase security on the network.,Police in Scotland are to begin using Tasers against suspects on the country's railways.,Police officers on Scotland's railways are to begin carrying Taser weapons.,0.6273753333333333,0.704249,0.07687366666666673
32112556,"Network Rail has promised to do ""everything in its power"" to stop a repeat of the rail chaos at Christmas when it carries out work over Easter.","There is ""no danger"" of an overrunning of the Great Western Railway line at Easter, Network Rail has said.","There is ""no danger"" of a rail overrunning over Easter, Network Rail has said.",0.3101153333333333,0.384302,0.07418666666666668
33826440,League One side Bury have signed former Barnsley defender Reece Brown on a six-month contract.,Bury have signed midfielder Jordan Brown on a one-month loan deal from Premier League side West Bromwich Albion.,League One side Bury have signed midfielder Jordan Brown on a one-year contract after he impressed on trial.,0.4113276666666667,0.483078,0.0717503333333333
28374193,"The family of the former footballer Jeff Astle is to meet the FA chairman next month to discuss head injuries in the game, as part of their campaign.",The widow and daughters of late footballer Jeff Astle will meet the Football Association chairman to discuss head injuries and concussions.,The family of late footballer Jeff Astle are to meet the Football Association's chairman to discuss the issue of head injuries and concussions.,0.2531206666666666,0.322096,0.06897533333333339
35485785,"The Paris climate agreement could make millions of forest dwellers homeless, according to a new analysis.","Millions of people could be displaced by national parks set up to combat climate change, a report suggests.","Millions of people could be displaced by national parks set up by developing countries, a report suggests.",0.630189,0.6985536666666666,0.06836466666666663
31991181,"Newcastle midfielder Jonas Gutierrez says he feels ""born again"" following his return to Premier League action after overcoming testicular cancer.","Newcastle United midfielder Jonas Gutierrez says he has been ""born again"" since being diagnosed with testicular cancer.","Newcastle midfielder Jonas Gutierrez says he has been ""born again"" since being diagnosed with testicular cancer.",0.5165563333333334,0.5831293333333333,0.06657299999999988
39782027,"The quality of care on a scandal-hit ward for dementia patients may have contributed to at least seven deaths, BBC Wales can reveal.",Families of patients at a troubled mental health unit have been told medical care may have contributed to their deaths.,Families of patients at a troubled mental health ward have been told there may have been problems with the care.,0.5796506666666666,0.645003,0.06535233333333335
31864223,US investigators have closed an inquiry into whether To Kill A Mockingbird author Harper Lee was pressured into publishing a sequel.,An investigation into whether Harper Lee consented to the release of her best-selling To Kill a Mockingbird has been dropped after the author agreed to write a second book.,"An investigation into whether Harper Lee consented to the release of her best-selling To Kill a Mockingbird has been closed after she agreed to write a second book, the state of Alabama has said.",0.2805666666666667,0.3453033333333333,0.06473666666666661
32719212,A computer model of one of the world's tallest three-sided obelisks is being made to find out why it is falling apart.,The National Trust is using radar to help improve the condition of Britain's tallest monument.,The National Trust is using radar to help improve the condition of Britain's highest monument.,0.6504513333333333,0.7146406666666666,0.06418933333333332
38885462,"Actor and broadcaster Sir Tony Robinson has said plans for a tunnel near Stonehenge in Wiltshire are too ""old-fashioned"" in outlook.",Former Match of the Day presenter Neil Robinson has joined a protest against plans to build a tunnel under Stonehenge.,TV presenter Peter Robinson has joined a protest against plans to build a tunnel at Stonehenge.,0.1566666666666666,0.218558,0.06189133333333341
38772098,The Manor team have collapsed after administrators failed to find a buyer for the stricken business.,"Formula 1 team Manor will not be able to continue as a going concern, its administrators have confirmed.",Formula 1 team Manor will not be able to continue as a going concern after the company running it entered administration.,0.277352,0.3366496666666667,0.05929766666666669
38899892,"Since their impending merger was announced in January, there has been remarkably little comment about the huge proposed deal to combine Essilor and Luxottica.","The merger of the two of the world's biggest eyewear manufacturers, Essilor and Luxottica, has been met with a mixture of cheers and groans.","The merger of the two of the world's biggest eyewear manufacturers, Essilor and Luxottica, has been widely reported to have been given the go-ahead, but is there any question about whether there should be competition concerns?",0.3369043333333333,0.3948503333333333,0.057946
40458642,"Of his last 30 matches in 2016, Andy Murray won 28 and lost just two.",Andy Murray's remarkable run of form has come to an end.,"It has been an extraordinary year for Andy Murray, but it has been a difficult one.",0.2304433333333333,0.287336,0.056892666666666675
38952672,"The Bafta awards had laughter, passion and plenty of politics.","The Baftas were a star-studded affair, with La La Land's Emma Stone winning best actress and Viola Davis taking the supporting actress prize and Meryl Streep taking the best actress prize.","It's been a busy night for the stars of La La La Land at the Baftas - including Emma Stone and Meryl Streep, who both won for their roles in the film, and a host of other big names.",0.25139,0.3074876666666666,0.0560976666666666
36269210,New Sale Sharks chairman Fran Cotton has conceded they must work to restore their relationship with some fans.,"Sale Sharks director of rugby Les Cotton has promised a ""very different experience"" for fans when they move to the club's new stadium.","Sale Sharks director of rugby Les Cotton has promised a ""very different experience"" for fans when they move to their new stadium.",0.2021846666666666,0.2553626666666667,0.053178000000000086
38128851,Disney's latest animation Moana dominated the Thanksgiving box office over the five-day US holiday weekend.,"Moana, Disney's animated film about a Polynesian princess, has topped the US box office chart on its opening weekend.","Moana, Disney's animated film about a Polynesian princess, has topped the US box office chart on its opening weekend, despite controversy over its use of Pacific Island culture.",0.2586603333333333,0.31042,0.05175966666666665
34594462,Reigning champions New Zealand are into their fourth World Cup final after slogging past South Africa in another Twickenham epic.,New Zealand held on for a hard-fought World Cup quarter-final victory over South Africa at Eden Park.,New Zealand held on for a hard-fought win over South Africa to reach the World Cup final.,0.2897163333333333,0.3389056666666667,0.04918933333333342
32856926,A UN conference aimed at preventing the proliferation of nuclear weapons has ended in failure after a row over a nuclear-free Middle East proposal.,"The US has accused Egypt and other Arab countries of setting ""unrealistic and unworkable conditions"" for talks on the future of the nuclear non-proliferation treaty.","The US has accused Egypt and other Arab countries of setting ""unrealistic and unworkable conditions"" for talks on nuclear disarmament.",0.32902,0.3770159999999999,0.04799599999999993
39935147,South African police say four people have been arrested in connection with the murder of former actor on popular local TV series Generations.,Police in South Africa have arrested two men suspected of involvement in the fatal shooting of a popular rapper in the city of Soweto.,Police in South Africa have arrested two men suspected of involvement in the fatal shooting of a popular rapper.,0.3524806666666666,0.4003996666666666,0.04791899999999999
37042796,"A ""reckless drone operator"" is being sought by police after reports of a ""near miss"" between a drone and plane.","Police are hunting a ""reckless"" drone operator after a plane made a near miss with a passenger jet near an airport.","Police are hunting for a ""reckless"" drone operator after a plane made a near miss with a passenger plane.",0.566741,0.6131443333333333,0.04640333333333324
39976706,Approximately one in four of us will experience a mental health problem each year in England.,Mental health problems can be very difficult to treat and there is a lot we can do to help people with mental health problems.,"Mental health problems such as anxiety, depression and panic attacks can be difficult to treat and can lead to long-term problems.",0.477672,0.5213153333333332,0.043643333333333256
38435201,Azhar Ali's unbeaten 66 helped Pakistan to reach 142-4 against Australia on a rain-affected first day of the Boxing Day Test in Melbourne.,Azhar Ali hit a half-century for Pakistan before rain washed out the second day of the second Test against Australia in Melbourne.,"Azhar Ali hit a half-century for Pakistan before rain washed out the second day of the second Test against Australia, which ended in a draw.",0.2550356666666666,0.2970676666666667,0.04203200000000007
37427024,Profit jumped at Zara owner Inditex in the first half of the year as the firm opened new stores and invested in online.,"Inditex, the owner of fashion chain Zara, has reported a sharp rise in half-year profits and sales, helped by a strong performance from its online business.","Zara owner Inditex has reported a sharp rise in half-year profits and sales, helped by a strong performance from its online business and the expansion of its international presence.",0.5395409999999999,0.5814433333333333,0.041902333333333375
40478071,"A victim of the Rochdale grooming gang says the convictions were still ""not fazing"" Asian child sex abusers.",A woman who was sexually abused by a gang in Rochdale has told the BBC the abuse is still going on.,A woman who was sexually abused by a gang in Rochdale has told the BBC she has been approached by Asian men in Oldham town centre.,0.2491536666666667,0.2903263333333333,0.04117266666666661
38872899,The shadow foreign secretary has suggested Labour will continue to support legislation paving the way for Brexit as it passes through Parliament.,"Labour is ""trying to get a compromise"" on the Brexit bill, the shadow foreign secretary has said.","Labour is ""trying to get a compromise"" on the Brexit bill ahead of a third reading vote, its shadow foreign secretary has said.",0.3725013333333333,0.413178,0.040676666666666694
34571446,Have you heard the one about the computer programmer who bought a failing comedy club in Texas and turned it into a million dollar a year business?,"The owner of a comedy club in the US city of Austin, Texas, says his business acumen and background in computer programming has paid off.","The owner of a comedy club in the US city of Austin, Texas, says he's had to ""bail out"" the business with a bucket.",0.4034043333333333,0.443097,0.03969266666666671
35926534,Oxford United have extended the loan of right-back Jonjoe Kenny from Premier League side Everton until the end of the season.,"Everton have agreed a loan deal for Oxford United midfielder Callum Kenny until the end of the season, subject to international clearance.",Oxford United midfielder Callum Kenny has signed a new one-year contract with the League One club.,0.159559,0.1965613333333333,0.037002333333333304
36369346,"University lecturers are due to start a two-day strike over pay, amid warnings other staff could join the dispute.",A 24-hour strike by university staff has been called off in a dispute over pay.,A one-day strike by university staff has been called off in a dispute over pay.,0.4999166666666667,0.5363393333333334,0.036422666666666714
33446602,A collection of paintings capturing the landscapes and legacy of life on the North East coast is going on display.,An exhibition of paintings and drawings by a World War One veteran has opened in his home town.,An exhibition of paintings by a World War One veteran has opened in his home town.,0.2188826666666666,0.2530656666666667,0.0341830000000001
37666633,Police in Fife are searching for a man who was seen exposing himself in Dunfermline.,Police have released CCTV images of a man they want to speak to in connection with a serious assault in Aberdeen city centre.,Police have released CCTV images of a man they want to speak to in connection with a serious assault on a man in Aberdeen.,0.2304263333333333,0.2629956666666666,0.03256933333333334
40577419,Para-athlete Abdullah Hayayei died after a metal throwing cage fell on him during training.,A throwing cage collapsed and killed Paralympic silver medallist Abdullah Hayayei.,A throwing cage collapsed and killed Paralympic silver medallist Abdullah Hayayei in south London.,0.2280303333333333,0.2595236666666666,0.03149333333333329
37248643,Torquay United boss Kevin Nicholson says none of the money from Eunan O'Kane's move to Leeds from Bournemouth will go to the playing squad.,Torquay United boss Kevin Nicholson says he will not be getting any money from the sale of Kane O'Kane to Bournemouth.,Torquay United chairman Kevin Nicholson says he will not receive any money from the sale of Kane O'Kane to Bournemouth.,0.1814616666666666,0.2096993333333333,0.02823766666666669
39192648,All images copyrighted.,It is believed to be the first wedding to be conducted on skis.,It is thought to be the first wedding to be conducted and vowed on skis.,0.5704623333333333,0.5967626666666667,0.02630033333333337
36175342,"West Brom have appointed Nicky Hammond as technical director, ending his 20-year association with Reading.",West Bromwich Albion have appointed former Reading boss Alan Knill as their new director of football.,West Bromwich Albion have appointed Steve Evans as their new director of football after he left Reading.,0.1581516666666666,0.1807056666666666,0.02255399999999999
27119429,"Royal Bank of Scotland (RBS) has been fined HK$6m (£460,000) by Hong Kong regulators after it failed to detect a series of unauthorised transactions by one of its traders.",Hong Kong's financial regulator has fined Royal Bank of Scotland (RBS) 1.5bn Hong Kong dollars (£1.1bn) for failing to properly monitor its trading operations.,Hong Kong's financial regulator has fined Royal Bank of Scotland (RBS) 1.8bn Hong Kong dollars (£1.1bn) for failing to properly supervise a trading operation.,0.3135813333333333,0.335266,0.021684666666666685
